# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 12 09:35:19 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr > 0
# CONSTRAINT:  and pl_orbeccenstr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
TOI-2154 b,Transit,2023,3.82408010,0.00000250,-0.00000250,0,0.117000,0.100000,-0.079000,0
HD 125612 d,Radial Velocity,2009,2835.00000000,7.90000000,-7.90000000,0,0.117200,0.005600,-0.005600,0
TOI-1899 b,Transit,2020,29.02000000,0.36000000,-0.23000000,0,0.118000,0.073000,-0.077000,0
Kepler-413 b,Transit,2014,66.26200000,0.02400000,-0.02100000,0,0.118100,0.001800,-0.001700,0
HIP 56640 b,Radial Velocity,2021,2675.57602947,183.35402645,-108.29793196,0,0.118397,0.062310,-0.075540,0
GJ 536 b,Radial Velocity,2016,8.70800000,0.00200000,-0.00100000,0,0.119000,0.125000,-0.032000,0
GJ 876 d,Radial Velocity,2005,1.93784800,0.00002400,-0.00002300,0,0.119000,0.050000,-0.052000,0
HD 10180 f,Radial Velocity,2010,122.74400000,0.23200000,-0.23200000,0,0.119000,0.054000,-0.054000,0
HD 95089 b,Radial Velocity,2009,464.40000000,3.80000000,-3.80000000,0,0.119000,0.072000,-0.072000,0
K2-19 b,Transit,2015,7.92110100,0.00006900,-0.00006900,0,0.119000,0.082000,-0.035000,0
Kepler-433 b,Transit,2015,5.33408384,0.00000110,-0.00000110,0,0.119000,0.079000,-0.079000,0
HD 28185 c,Radial Velocity,2022,17417.92078705,293.05031847,-672.59694514,0,0.119580,0.020702,-0.022371,0
61 Vir b,Radial Velocity,2009,4.21500000,0.00060000,-0.00060000,0,0.120000,0.110000,-0.110000,0
AU Mic b,Transit,2020,8.46300040,0.00000580,-0.00000600,0,0.120000,0.160000,-0.080000,0
BD+45 564 b,Radial Velocity,2021,307.88000000,1.47000000,-1.47000000,0,0.120000,0.060000,-0.060000,0
CoRoT-29 b,Transit,2015,2.85057000,0.00000600,-0.00000600,0,0.120000,,,1
CoRoT-7 b,Transit,2009,0.85359165,0.00000005,-0.00000005,0,0.120000,0.070000,-0.070000,0
CoRoT-7 c,Radial Velocity,2009,3.70000000,0.02000000,-0.02000000,0,0.120000,0.060000,-0.060000,0
GJ 3293 d,Radial Velocity,2017,48.13450000,0.06280000,-0.06610000,0,0.120000,0.130000,-0.090000,0
GJ 411 b,Radial Velocity,2019,12.94600000,0.00500000,-0.00500000,0,0.120000,0.120000,-0.090000,0
GJ 433 c,Radial Velocity,2014,5094.10500000,608.61700000,-608.61700000,0,0.120000,0.070000,-0.070000,0
GJ 436 b,Radial Velocity,2004,2.64410000,0.00050000,-0.00050000,0,0.120000,0.060000,-0.060000,0
GJ 581 c,Radial Velocity,2007,12.91440000,0.00450000,-0.00480000,0,0.120000,0.120000,-0.084000,0
GJ 720 A b,Radial Velocity,2021,19.46600000,0.00500000,-0.00500000,0,0.120000,0.050000,-0.060000,0
GJ 832 b,Radial Velocity,2008,3416.00000000,131.00000000,-131.00000000,0,0.120000,0.110000,-0.110000,0
HAT-P-26 b,Transit,2010,4.23452000,0.00001500,-0.00001500,0,0.120000,0.060000,-0.060000,0
HAT-P-40 b,Transit,2012,4.45724300,0.00001000,-0.00001000,0,0.120000,,,1
HAT-P-49 b,Transit,2014,2.69154800,0.00000600,-0.00000600,0,0.120000,,,1
HATS-1 b,Transit,2012,3.44645900,0.00000400,-0.00000400,0,0.120000,0.092000,-0.092000,0
HATS-7 b,Transit,2015,3.18531500,0.00000540,-0.00000540,0,0.120000,,,1
HD 102117 b,Radial Velocity,2005,20.81330000,0.00640000,-0.00640000,0,0.120000,0.080000,-0.080000,0
HD 109246 b,Radial Velocity,2010,68.27000000,0.13000000,-0.13000000,0,0.120000,0.040000,-0.040000,0
HD 109246 b,Radial Velocity,2010,68.27000000,0.13000000,-0.13000000,0,0.120000,0.040000,-0.040000,0
HD 128311 c,Radial Velocity,2005,910.70000000,7.60000000,-6.00000000,0,0.120000,0.080000,-0.060000,0
HD 134987 c,Radial Velocity,2009,5000.00000000,400.00000000,-400.00000000,0,0.120000,0.020000,-0.020000,0
HD 13908 c,Radial Velocity,2013,931.00000000,17.00000000,-17.00000000,0,0.120000,0.020000,-0.020000,0
HD 163607 c,Radial Velocity,2010,1314.00000000,8.00000000,-8.00000000,0,0.120000,0.060000,-0.060000,0
HD 164922 c,Radial Velocity,2016,75.74000000,0.06000000,-0.05000000,0,0.120000,0.110000,-0.090000,0
HD 164922 d,Radial Velocity,2020,12.45800000,0.00300000,-0.00300000,0,0.120000,0.130000,-0.080000,0
HD 168009 b,Radial Velocity,2021,15.14790000,0.00350000,-0.00370000,0,0.120000,0.110000,-0.082000,0
HD 179079 b,Radial Velocity,2008,14.47600000,0.01100000,-0.01100000,0,0.120000,0.090000,-0.090000,0
HD 18742 b,Radial Velocity,2011,772.00000000,11.00000000,-11.00000000,0,0.120000,0.060000,-0.060000,0
HD 18742 b,Radial Velocity,2011,772.00000000,11.00000000,-11.00000000,0,0.120000,,,0
HD 216520 c,Radial Velocity,2020,154.43000000,0.44000000,-0.44000000,0,0.120000,0.080000,-0.080000,0
HD 21693 b,Radial Velocity,2019,22.67860000,0.00850000,-0.00870000,0,0.120000,0.090000,-0.080000,0
HD 27631 b,Radial Velocity,2012,2208.00000000,66.00000000,-66.00000000,0,0.120000,0.060000,-0.060000,0
HD 30856 b,Radial Velocity,2011,912.00000000,41.00000000,-41.00000000,0,0.120000,0.180000,-0.180000,0
HD 33142 b,Radial Velocity,2011,326.60001000,3.90000000,-3.90000000,0,0.120000,0.170000,-0.170000,0
HD 33142 b,Radial Velocity,2011,326.60000000,3.90000000,-3.90000000,0,0.120000,,,0
HD 5319 b,Radial Velocity,2007,674.60000000,17.00000000,-17.00000000,0,0.120000,0.080000,-0.080000,0
HD 64114 b,Radial Velocity,2019,45.79100000,0.07000000,-0.07000000,0,0.120000,0.080000,-0.080000,0
HD 68988 b,Radial Velocity,2001,6.27711000,0.00021000,-0.00021000,0,0.120000,0.010000,-0.010000,0
HD 9174 b,Radial Velocity,2016,1179.00000000,34.00000000,-34.00000000,0,0.120000,0.050000,-0.050000,0
HIP 56640 b,Radial Velocity,2021,2574.90000000,86.10000000,-86.10000000,0,0.120000,0.040000,-0.040000,0
HIP 65407 c,Radial Velocity,2016,67.30000000,0.08000000,-0.08000000,0,0.120000,0.040000,-0.040000,0
K2-127 b,Transit,2017,3.58816500,0.00001500,-0.00001600,0,0.120000,0.142231,-0.096252,0
K2-139 b,Transit,2017,28.38236000,0.00026000,-0.00026000,0,0.120000,0.120000,-0.080000,0
K2-140 b,Transit,2017,6.56930000,0.00001700,-0.00002000,0,0.120000,0.056000,-0.046000,0
K2-35 c,Transit,2016,5.60835200,0.00033500,-0.00033800,0,0.120000,0.156754,-0.096124,0
KOI-984 b,Transit,2022,4.28817850,0.00000350,-0.00000350,0,0.120000,0.020000,-0.020000,0
Kepler-167 d,Transit,2016,21.80385500,0.00007800,-0.00011900,0,0.120000,,,1
Kepler-19 b,Transit,2011,9.28716000,0.00004000,-0.00006000,0,0.120000,0.020000,-0.020000,0
Kepler-296 f,Transit,2014,63.33600000,0.00050000,-0.00050000,0,0.120000,0.100000,-0.090000,-1
Kepler-426 b,Transit,2014,3.21751883,0.00000019,-0.00000019,0,0.120000,,,1
L 98-59 b,Transit,2019,2.25310000,0.00040000,-0.00040000,0,0.120000,,,1
NSVS 14256825 b,Eclipse Timing Variations,2019,3225.00000000,22.00000000,-22.00000000,0,0.120000,0.020000,-0.020000,0
TOI-1268 b,Transit,2022,8.15772800,0.00000500,-0.00000500,0,0.120000,0.240000,-0.120000,0
WASP-41 b,Transit,2012,3.05240100,0.00000400,-0.00000400,0,0.120000,,,1
WASP-59 b,Transit,2012,7.91958500,0.00001000,-0.00001000,0,0.120000,,,1
WASP-83 b,Transit,2015,4.97125200,0.00001500,-0.00001500,0,0.120000,,,1
gam Cep b,Radial Velocity,2003,905.57400000,3.08000000,-3.08000000,0,0.120000,0.050000,-0.050000,0
HD 28109 c,Transit,2022,56.00819000,0.00194000,-0.00202000,0,0.120300,,,1
GJ 3942 b,Radial Velocity,2017,6.90500000,0.04000000,-0.04000000,0,0.121000,0.118000,-0.118000,0
HD 102117 b,Radial Velocity,2005,20.81330000,0.00640000,-0.00640000,0,0.121000,0.082000,-0.082000,0
Kepler-39 b,Transit,2011,21.08740000,0.00020000,-0.00020000,0,0.121000,0.022000,-0.023000,0
GJ 667 C b,Radial Velocity,2011,7.20000000,0.00100000,-0.00100000,0,0.122000,0.078000,-0.078000,0
HD 40307 d,Radial Velocity,2009,20.41850000,0.00520000,-0.00520000,0,0.122000,,,1
TOI-561 d,Transit,2020,25.71240000,0.00010000,-0.00020000,0,0.122000,0.054000,-0.048000,0
HAT-P-46 b,Transit,2014,4.46312900,0.00004800,-0.00004800,0,0.123000,0.120000,-0.120000,0
HAT-P-51 b,Transit,2015,4.21802780,0.00000590,-0.00000590,0,0.123000,,,1
HD 221585 b,Radial Velocity,2016,1173.00000000,16.00000000,-16.00000000,0,0.123000,0.069000,-0.069000,0
Kepler-447 b,Transit,2015,7.79430132,0.00000182,-0.00000182,0,0.123000,0.037000,-0.036000,0
kap CrB b,Radial Velocity,2007,1261.94000000,28.91000000,-23.97000000,0,0.123000,,,1
GJ 876 d,Radial Velocity,2005,1.93785000,0.00002000,-0.00002000,0,0.124000,0.032000,-0.032000,0
HAT-P-26 b,Transit,2010,4.23451600,0.00001500,-0.00001500,0,0.124000,0.060000,-0.060000,0
HD 72490 b,Radial Velocity,2018,858.00000000,12.00000000,-12.00000000,0,0.124000,0.046000,-0.046000,0
nu Oph b,Radial Velocity,2012,530.21000000,0.10000000,-0.10000000,0,0.124000,0.003000,-0.003000,0
HD 178911 B b,Radial Velocity,2001,71.48700000,0.01800000,-0.01800000,0,0.124300,0.007500,-0.007500,0
HD 68988 b,Radial Velocity,2001,6.27711000,0.00021000,-0.00021000,0,0.124900,0.008700,-0.008700,0
6 Lyn b,Radial Velocity,2008,874.77400000,16.27000000,-8.47000000,0,0.125000,,,1
GJ 581 e,Radial Velocity,2009,3.15300000,0.00100000,-0.00600000,0,0.125000,0.078000,-0.015000,0
GJ 676 A e,Radial Velocity,2012,35.39000000,0.03000000,-0.04000000,0,0.125000,0.119000,-0.087000,0
HD 148164 c,Radial Velocity,2018,5062.00000000,114.00000000,-114.00000000,0,0.125000,0.017000,-0.017000,0
HD 37124 c,Radial Velocity,2002,885.50000000,5.10000000,-5.10000000,0,0.125000,0.055000,-0.055000,0
TOI-892 b,Transit,2020,10.62656000,0.00007000,-0.00007000,0,0.125000,,,1
kap CrB b,Radial Velocity,2007,1300.00000000,15.00000000,-15.00000000,0,0.125000,0.049000,-0.049000,0
kap CrB b,Radial Velocity,2007,1300.00000000,15.00000000,-15.00000000,0,0.125000,0.049000,-0.049000,0
nu Oph b,Radial Velocity,2012,530.32000000,0.35000000,-0.35000000,0,0.125600,0.006500,-0.006500,0
HATS-15 b,Transit,2016,1.74748753,0.00000094,-0.00000094,0,0.126000,,,1
HATS-54 b,Transit,2019,2.54418280,0.00000430,-0.00000430,0,0.126000,,,1
HD 114783 b,Radial Velocity,2001,492.56000000,0.34000000,-0.35000000,0,0.126000,0.016000,-0.016000,0
HD 164922 b,Radial Velocity,2005,1201.10000000,5.60000000,-5.50000000,0,0.126000,0.049000,-0.050000,0
HD 37124 c,Radial Velocity,2002,887.70000000,2.50000000,-2.40000000,0,0.126000,0.047000,-0.045000,0
HD 73534 b,Radial Velocity,2008,1750.00000000,24.00000000,-24.00000000,0,0.126000,0.057000,-0.057000,0
TOI-411 b,Transit,2022,4.04030100,0.00002300,-0.00004200,0,0.126000,0.190000,-0.009000,0
HD 105618 c,Radial Velocity,2022,77114.07157859,22860.71764160,-10271.15556332,0,0.126319,0.097781,-0.079924,0
HD 217107 b,Radial Velocity,1998,7.12681600,0.00003900,-0.00003900,0,0.126700,0.005200,-0.005200,0
HD 217107 b,Radial Velocity,1998,7.12687440,0.00000670,-0.00000650,0,0.127900,0.001700,-0.001600,0
HD 108874 b,Radial Velocity,2002,394.48000000,0.60000000,-0.60000000,0,0.128000,0.022000,-0.022000,0
HD 160691 b,Radial Velocity,2000,643.25000000,0.90000000,-0.90000000,0,0.128000,0.017000,-0.017000,0
Kepler-411 d,Transit,2018,58.02035000,0.00056000,-0.00056000,0,0.128000,0.003000,-0.003000,0
L 98-59 e,Radial Velocity,2021,12.79600000,0.02000000,-0.01900000,0,0.128000,0.108000,-0.076000,0
HIP 65891 b,Radial Velocity,2015,1079.55726024,20.64274639,-18.39666847,0,0.128276,0.040164,-0.036438,0
HD 217107 b,Radial Velocity,1998,7.12684600,0.00001300,-0.00001300,0,0.128300,0.002700,-0.002700,0
HATS-59 b,Transit,2018,5.41608100,0.00001600,-0.00001600,0,0.129000,0.049000,-0.049000,0
HATS-9 b,Transit,2015,1.91530730,0.00000520,-0.00000520,0,0.129000,,,1
HD 192699 b,Radial Velocity,2007,345.53000000,1.77000000,-1.63000000,0,0.129000,0.029000,-0.060000,0
HD 2952 b,Radial Velocity,2013,311.60000000,1.70000000,-1.90000000,0,0.129000,0.099000,-0.085000,0
K2-146 b,Transit,2018,2.64460000,0.00006000,-0.00006000,0,0.129000,0.019000,-0.019000,0
WASP-17 b,Transit,2009,3.73544170,0.00000720,-0.00000730,0,0.129000,0.106000,-0.068000,0
YZ Cet d,Radial Velocity,2017,4.65627000,0.00042000,-0.00042000,0,0.129000,0.096000,-0.096000,0
HD 142 A d,Radial Velocity,2022,108.45298959,0.09021020,-0.08819146,0,0.129711,0.102945,-0.084512,0
55 Cnc d,Radial Velocity,2002,5574.20000000,93.80000000,-88.60000000,0,0.130000,0.020000,-0.020000,0
AU Mic c,Transit,2021,18.85898200,0.00005300,-0.00005000,0,0.130000,0.160000,-0.090000,0
GJ 625 b,Radial Velocity,2017,14.62800000,0.01200000,-0.01300000,0,0.130000,0.120000,-0.090000,0
GJ 667 C b,Radial Velocity,2011,7.20040000,0.00170000,-0.00170000,0,0.130000,0.100000,-0.110000,0
HD 108874 b,Radial Velocity,2002,394.48123000,0.60000000,-0.60000000,0,0.130000,0.020000,-0.020000,0
HD 158996 b,Radial Velocity,2018,820.20000000,14.00000000,-14.00000000,0,0.130000,0.050000,-0.050000,0
HD 17674 b,Radial Velocity,2017,623.80000000,1.60000000,-1.50000000,0,0.130000,,,1
HD 192310 b,Radial Velocity,2011,74.72000000,0.10000000,-0.10000000,0,0.130000,0.040000,-0.040000,0
HD 192699 b,Radial Velocity,2007,345.53000000,1.70000000,-1.70000000,0,0.130000,0.050000,-0.050000,0
HD 207832 b,Radial Velocity,2012,161.97000000,0.88000000,-0.88000000,0,0.130000,0.120000,-0.120000,0
HD 207832 b,Radial Velocity,2012,161.97000000,0.97000000,-0.78000000,0,0.130000,0.180000,-0.050000,0
HD 217107 b,Radial Velocity,1998,7.12682000,0.00003900,-0.00003900,0,0.130000,0.010000,-0.010000,0
HD 217107 b,Radial Velocity,1998,7.12690000,0.00022000,-0.00022000,0,0.130000,0.020000,-0.020000,0
HD 231701 b,Radial Velocity,2007,141.63000000,0.06700000,-0.06700000,0,0.130000,0.032000,-0.032000,0
HD 2952 b,Radial Velocity,2013,311.60001000,1.80000000,-1.80000000,0,0.130000,0.090000,-0.090000,0
HD 33844 c,Radial Velocity,2015,916.00000000,29.50000000,-29.50000000,0,0.130000,0.100000,-0.100000,0
HD 4732 b,Radial Velocity,2012,360.20000000,1.40000000,-1.40000000,0,0.130000,0.060000,-0.060000,0
HD 69830 c,Radial Velocity,2006,31.56000000,0.04000000,-0.04000000,0,0.130000,0.060000,-0.060000,0
HD 75784 b,Radial Velocity,2014,341.70000000,6.10000000,-6.10000000,0,0.130000,0.100000,-0.100000,0
HD 88133 b,Radial Velocity,2004,3.41587000,0.00059000,-0.00059000,0,0.130000,0.070000,-0.070000,0
HD 97658 b,Radial Velocity,2010,9.49570000,0.00220000,-0.00220000,0,0.130000,0.070000,-0.070000,0
HD 99492 b,Radial Velocity,2004,17.05400000,0.00300000,-0.00300000,0,0.130000,0.070000,-0.070000,0
HIP 65891 b,Radial Velocity,2015,1084.50000000,23.20000000,-23.20000000,0,0.130000,0.050000,-0.050000,0
K2-111 b,Transit,2017,5.35180000,0.00040000,-0.00040000,0,0.130000,0.130000,-0.090000,0
K2-129 b,Transit,2017,8.23949300,0.00029200,-0.00029100,0,0.130000,0.210105,-0.109504,0
K2-136 c,Transit,2017,17.30713700,0.00025200,-0.00028400,0,0.130000,0.270000,-0.110000,0
K2-28 b,Transit,2016,2.26043500,0.00002700,-0.00002800,0,0.130000,0.230492,-0.110089,0
K2-35 b,Transit,2016,2.39996400,0.00019800,-0.00020400,0,0.130000,0.173535,-0.105654,0
Kepler-100 b,Transit,2014,6.88703700,0.00004700,-0.00004700,0,0.130000,0.270000,-0.130000,0
Kepler-1651 b,Transit,2017,9.87863917,0.00001067,-0.00001010,0,0.130000,0.060000,-0.030000,0
Kepler-25 d,Radial Velocity,2014,122.40000000,0.80000000,-0.71000000,0,0.130000,0.130000,-0.090000,0
Kepler-39 b,Transit,2011,21.08721000,0.00003700,-0.00003700,0,0.130000,,,1
Kepler-434 b,Transit,2015,12.87470990,0.00000100,-0.00000100,0,0.130000,,,1
Kepler-9 c,Transit,2010,38.91000000,,,0,0.130000,,,0
NGTS-11 b,Transit,2020,35.45533000,0.00019000,-0.00019000,0,0.130000,0.100000,-0.090000,0
TOI-1268 b,Transit,2022,8.15772800,0.00000500,-0.00000500,0,0.130000,0.270000,-0.130000,0
TOI-1268 b,Transit,2022,8.15772800,0.00000500,-0.00000500,0,0.130000,0.240000,-0.130000,0
TOI-1288 c,Radial Velocity,2022,443.00000000,11.00000000,-13.00000000,0,0.130000,0.070000,-0.090000,0
TOI-2048 b,Transit,2022,13.79019000,0.00065000,-0.00084000,0,0.130000,0.180000,-0.090000,0
WASP-132 c,Transit,2022,1.01153400,0.00000500,-0.00000500,0,0.130000,0.200000,-0.090000,0
WASP-47 c,Radial Velocity,2015,572.00000000,7.00000000,-7.00000000,0,0.130000,0.100000,-0.100000,0
WASP-88 b,Transit,2014,4.95400000,0.00001900,-0.00001900,0,0.130000,,,1
WASP-94 A b,Transit,2014,3.95019070,0.00000440,-0.00000300,0,0.130000,,,1
omi UMa b,Radial Velocity,2012,1630.00000000,35.00000000,-35.00000000,0,0.130000,0.065000,-0.065000,0
HD 10180 d,Radial Velocity,2010,16.35700000,0.00380000,-0.00380000,0,0.131000,0.052000,-0.052000,0
HD 204313 b,Radial Velocity,2010,1931.00000000,18.00000000,-18.00000000,0,0.131000,0.023000,-0.023000,0
Kepler-434 b,Transit,2015,12.87470990,0.00000500,-0.00000500,0,0.131000,0.072000,-0.072000,0
HD 10442 b,Radial Velocity,2014,1032.30000000,8.90000000,-8.90000000,0,0.132000,0.044000,-0.044000,0
HD 217107 b,Radial Velocity,1998,7.12689000,0.00005000,-0.00005000,0,0.132000,0.005000,-0.005000,0
HD 95735 c,Radial Velocity,2021,2946.00000000,210.00000000,-180.00000000,0,0.132000,0.160000,-0.091000,0
TOI-216.02,Transit,2019,17.08900000,0.01100000,-0.01500000,0,0.132000,0.059000,-0.023000,0
CoRoT-9 b,Transit,2009,95.27265600,0.00006800,-0.00006800,0,0.133000,0.042000,-0.037000,0
GJ 667 C c,Radial Velocity,2011,28.14300000,0.02900000,-0.02900000,0,0.133000,0.098000,-0.098000,0
HD 147018 c,Radial Velocity,2009,1008.00000000,18.00000000,-18.00000000,0,0.133000,0.011000,-0.011000,0
HD 88133 b,Radial Velocity,2004,3.41587000,0.00059000,-0.00059000,0,0.133000,0.072000,-0.072000,0
6 Lyn b,Radial Velocity,2008,899.00000000,19.00000000,-19.00000000,0,0.134000,0.052000,-0.052000,0
CoRoT-9 b,Transit,2009,95.27265600,0.00006800,-0.00006800,0,0.134000,0.040000,-0.034000,0
HAT-P-53 b,Transit,2015,1.96162410,0.00000390,-0.00000390,0,0.134000,,,1
HD 10180 f,Radial Velocity,2010,122.76000000,0.17000000,-0.17000000,0,0.135000,0.046000,-0.046000,0
HATS-63 b,Transit,2018,3.05665270,0.00000490,-0.00000490,0,0.136000,,,0
HD 188015 b,Radial Velocity,2004,461.20000000,1.70000000,-1.70000000,0,0.137000,0.026000,-0.026000,0
K2-115 b,Transit,2017,20.27303400,0.00003600,-0.00003700,0,0.137000,0.072000,-0.074000,0
HD 151450 c,Radial Velocity,2022,18144.76235720,5356.32955200,-4350.39093454,0,0.137994,0.108040,-0.080233,0
HD 219134 d,Radial Velocity,2015,46.85900000,0.02800000,-0.02800000,0,0.138000,0.025000,-0.025000,0
HD 96700 b,Radial Velocity,2021,8.12450000,0.00060000,-0.00060000,0,0.138000,,,1
HIP 35965 b,Radial Velocity,2022,26125.56497309,13613.39550505,-10171.69977949,0,0.138247,0.106920,-0.087060,0
GJ 436 b,Radial Velocity,2004,2.64388312,0.00000057,-0.00000057,0,0.138270,0.000180,-0.000180,0
55 Cnc d,Radial Velocity,2002,4820.00000000,77.00000000,-72.00000000,0,0.139000,0.015000,-0.016000,0
HAT-P-55 b,Transit,2015,3.58524670,0.00000640,-0.00000640,0,0.139000,,,1
HD 178911 B b,Radial Velocity,2001,71.51100000,0.01100000,-0.01100000,0,0.139000,0.014000,-0.014000,0
HD 360 b,Radial Velocity,2021,273.10000000,1.60000000,-0.80000000,0,0.139000,0.108000,-0.104000,0
61 Vir c,Radial Velocity,2009,38.02100000,0.03400000,-0.03400000,0,0.140000,0.060000,-0.060000,0
7 CMa b,Radial Velocity,2011,763.00000000,17.00000000,-17.00000000,0,0.140000,0.060000,-0.060000,0
CoRoT-4 b,Transit,2008,9.20205000,0.00037000,-0.00037000,0,0.140000,,,1
DMPP-3 A b,Radial Velocity,2019,6.67320000,0.00110000,-0.00030000,0,0.140000,0.091000,-0.053000,0
GJ 1214 b,Transit,2009,1.58039250,0.00001170,-0.00001170,0,0.140000,,,1
GJ 180 d,Radial Velocity,2020,106.30000000,0.12900000,-0.12900000,0,0.140000,0.040000,-0.040000,0
HAT-P-37 b,Transit,2011,2.79743600,0.00000700,-0.00000700,0,0.140000,,,1
HD 102195 b,Radial Velocity,2006,4.11434000,0.00089000,-0.00089000,0,0.140000,,,1
HD 113538 b,Radial Velocity,2010,663.20000000,8.40000000,-7.40000000,0,0.140000,0.080000,-0.080000,0
HD 117207 b,Radial Velocity,2004,2597.00000000,41.00000000,-41.00000000,0,0.140000,0.040000,-0.040000,0
HD 136352 b,Radial Velocity,2019,11.58240000,0.00240000,-0.00250000,0,0.140000,0.080000,-0.080000,0
HD 1461 b,Radial Velocity,2010,5.77270000,0.00250000,-0.00250000,0,0.140000,0.190000,-0.190000,0
HD 152843 b,Transit,2021,11.62640000,0.00220000,-0.00250000,0,0.140000,0.250000,-0.100000,0
HD 190007 b,Radial Velocity,2020,11.72000000,0.00100000,-0.00100000,0,0.140000,0.070000,-0.070000,0
HD 192310 b,Radial Velocity,2011,74.06200000,0.08500000,-0.08500000,0,0.140000,0.120000,-0.093000,0
HD 206893 b,Imaging,2021,9350.00000000,440.00000000,-440.00000000,0,0.140000,0.050000,-0.050000,0
HD 216435 b,Radial Velocity,2002,1391.00000000,300.00000000,-300.00000000,0,0.140000,0.140000,-0.140000,0
HD 220074 b,Radial Velocity,2012,672.10000000,3.70000000,-3.70000000,0,0.140000,0.050000,-0.050000,0
HD 220074 b,Radial Velocity,2012,672.09998000,3.70000000,-3.70000000,0,0.140000,0.050000,-0.050000,0
HD 221420 b,Radial Velocity,2019,10090.00000000,890.00000000,-560.00000000,0,0.140000,0.040000,-0.030000,0
HD 37124 c,Radial Velocity,2002,843.60000000,,,0,0.140000,,,0
HD 39855 b,Radial Velocity,2019,3.24980000,0.00040000,-0.00040000,0,0.140000,0.110000,-0.110000,0
HD 43691 b,Radial Velocity,2007,36.96000000,0.02000000,-0.02000000,0,0.140000,0.020000,-0.020000,0
HD 51608 c,Radial Velocity,2019,95.94460000,0.15550000,-0.13660000,0,0.140000,0.070000,-0.070000,0
HD 68988 b,Radial Velocity,2001,6.27600000,0.00200000,-0.00200000,0,0.140000,0.030000,-0.030000,0
HD 93083 b,Radial Velocity,2005,143.58000000,0.60000000,-0.60000000,0,0.140000,0.030000,-0.030000,0
HD 94834 b,Radial Velocity,2018,1576.00000000,76.00000000,-76.00000000,0,0.140000,0.100000,-0.100000,0
HD 95735 c,Radial Velocity,2021,3190.00000000,200.00000000,-170.00000000,0,0.140000,0.160000,-0.095000,0
HIP 14810 b,Radial Velocity,2005,6.67386000,0.00001900,-0.00001900,0,0.140000,0.000000,0.000000,0
HIP 5158 c,Radial Velocity,2011,9017.76000000,3180.74000000,-3180.74000000,0,0.140000,0.100000,-0.100000,0
HIP 65407 b,Radial Velocity,2016,28.12500000,0.01900000,-0.01900000,0,0.140000,0.070000,-0.070000,0
HR 810 b,Radial Velocity,1999,302.79999000,2.30000000,-2.30000000,0,0.140000,0.130000,-0.130000,0
K2-120 b,Transit,2017,9.56274200,0.00067500,-0.00067300,0,0.140000,0.168421,-0.105016,0
K2-136 d,Transit,2017,25.57506500,0.00241800,-0.00235700,0,0.140000,0.130000,-0.090000,0
K2-14 b,Transit,2015,8.36879100,0.00019400,-0.00018500,0,0.140000,0.157139,-0.112926,0
K2-146 b,Transit,2018,2.66980000,0.00010000,-0.00010000,0,0.140000,0.070000,-0.070000,0
K2-263 b,Transit,2018,50.81894700,0.00009400,-0.00009400,0,0.140000,,,1
K2-77 b,Transit,2016,8.19979600,0.00068300,-0.00071900,0,0.140000,0.220000,-0.090000,0
Kepler-107 d,Transit,2014,7.95825000,0.00011000,-0.00011000,0,0.140000,0.250000,-0.140000,0
Kepler-450 d,Transit,2015,7.51464000,0.00023000,-0.00023000,0,0.140000,0.240000,-0.140000,0
Kepler-69 c,Transit,2013,242.46130000,0.00590000,-0.00640000,0,0.140000,0.180000,-0.100000,0
TOI-1062 c,Radial Velocity,2021,7.97200000,0.01800000,-0.02400000,0,0.140000,0.073000,-0.069000,0
TOI-1669 b,Radial Velocity,2023,502.00000000,16.00000000,-16.00000000,0,0.140000,0.130000,-0.130000,0
TOI-1749 b,Transit,2021,2.38839000,0.00031000,-0.00066000,0,0.140000,,,1
TOI-3757 b,Transit,2022,3.43875300,0.00000400,-0.00000400,0,0.140000,0.060000,-0.060000,0
TOI-954 b,Transit,2020,3.68497290,0.00000270,-0.00000280,0,0.140000,0.180000,-0.110000,0
HD 27631 b,Radial Velocity,2012,2198.14000000,54.11000000,-50.34000000,0,0.141000,0.062000,-0.065000,0
55 Cnc f,Radial Velocity,2007,260.98000000,0.24000000,-0.24000000,0,0.142000,0.060000,-0.066000,0
HATS-14 b,Transit,2015,2.76676410,0.00000270,-0.00000270,0,0.142000,,,1
